mapping_address,address,latitude,longitude,region_code,state,country
Auckland South Head,"South Head 0874, New Zealand",-36.5664427,174.3193173,1,,New Zealand
Lismore & Far North Coast Kingscliff,"1 Seaview St, Kingscliff NSW 2487, Australia",-28.2570237,153.5778909,0,NSW,Australia
Brisbane Crestmead,"Crestmead QLD, Australia",-27.6883904,153.0874279,0,QLD,Australia
Mandurah & Peel Meadow Springs,"Meadow Springs WA 6210, Australia",-32.4984367,115.756647,0,,Australia
Lismore & Far North Coast Ballina,"Ballina NSW 2478, Australia",-28.8627985,153.5658162,0,NSW,Australia
Canterbury Hillmorton,"Hillmorton, Christchurch, New Zealand",-43.5548332,172.5927245,1,,New Zealand
Rockhampton & Capricorn Coast North Rockhampton,"Rockhampton City QLD 4700, Australia",-23.3786203,150.5088889,0,QLD,Australia
Brisbane East Brisbane,"East Brisbane QLD, Australia",-27.4857129,153.0437839,0,QLD,Australia
Sydney Kingsford,"Kingsford NSW 2032, Australia",-33.9242497,151.228618,0,NSW,Australia
Sydney Bass Hill,"Bass Hill NSW 2197, Australia",-33.8972201,150.9969197,0,NSW,Australia
Brisbane Joyner,"Joyner QLD 4500, Australia",-27.2732647,152.9515248,0,QLD,Australia
"Newcastle, Maitland & Hunter Shoal Bay","Shoal Bay NSW 2315, Australia",-32.7262404,152.1745666,0,NSW,Australia
Northland Dargaville,"Dargaville, New Zealand",-35.9412883,173.8685647,1,,New Zealand
Northern QLD Palm Island,"Palm Island QLD, Australia",-18.7344761,146.579811,0,QLD,Australia
Mornington Peninsula & Bass Coast Dromana,"Dromana VIC 3936, Australia",-38.3361633,144.9740524,0,VIC,Australia
Adelaide Highbury,"Highbury SA 5089, Australia",-34.8525528,138.7023795,0,SA,Australia
Bairnsdale & Gippsland Sandy Point,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Melbourne Springvale South,"Springvale South VIC 3172, Australia",-37.9709927,145.1485377,0,VIC,Australia
Southland Invercargill Central,"Invercargill 9810, New Zealand",-46.413031,168.3505636,1,,New Zealand
Melbourne Caulfield,"Caulfield VIC 3162, Australia",-37.8831621,145.0295877,0,VIC,Australia
Adelaide Mile End,"Mile End SA 5031, Australia",-34.9237808,138.5698304,0,SA,Australia
Northland Kaiwaka,"Kaiwaka, New Zealand",-36.161092,174.4433105,1,,New Zealand
Tasman Rest of Tasman,"Tasman District, Tasman, New Zealand",-41.4571184,172.820974,1,,New Zealand
Sydney Seaforth,"Seaforth NSW 2092, Australia",-33.79223810000001,151.2410754,0,NSW,Australia
Auckland Albany,"Albany, Auckland 0632, New Zealand",-36.7269389,174.697984,1,,New Zealand
Port Macquarie & Mid North Coast Taree,"Port Macquarie NSW 2444, Australia",-31.4349036,152.9001817,0,NSW,Australia
Brisbane Lutwyche,"Lutwyche QLD, Australia",-27.42289,153.033773,0,QLD,Australia
Mornington Peninsula & Bass Coast Bittern,"Bittern VIC 3918, Australia",-38.3388408,145.1761518,0,VIC,Australia
Bunbury & South West Collie,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Sydney Kellyville,"Kellyville NSW 2155, Australia",-33.7111451,150.9550731,0,NSW,Australia
Devonport & North West Penguin,"Devonport TAS 7310, Australia",-41.1800656,146.3502862,0,TAS,Australia
"Newcastle, Maitland & Hunter Speers Point","Speers Point NSW 2284, Australia",-32.9608743,151.6231379,0,NSW,Australia
Sydney Bringelly,"Bringelly Rd, Sydney NSW, Australia",-33.7679713,150.7185807,0,NSW,Australia
Adelaide Daw Park,"Daw Park SA 5041, Australia",-34.9871321,138.5864854,0,SA,Australia
Melbourne Altona North,"Altona North VIC 3025, Australia",-37.8347138,144.8475943,0,VIC,Australia
Gosford & Central Coast Kariong,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Adelaide Marleston,"Marleston SA 5033, Australia",-34.9447524,138.5624636,0,SA,Australia
Auckland Highland Park,"Highland Park, Auckland, New Zealand",-36.9005941,174.9090015,1,,New Zealand
Sunshine Coast Noosaville,"Sunshine Coast QLD, Australia",-26.6527751,153.0895855,0,QLD,Australia
Sydney Lakemba,"Lakemba NSW 2195, Australia",-33.9200417,151.0771497,0,NSW,Australia
Mackay & Coalfields Hail Creek,"Mackay QLD, Australia",-21.1433971,149.1868281,0,QLD,Australia
ACT Kingston,"652 Princess St, Kingston, ON K7L 3Z9, Canada",44.2372142,-76.5028201,3,, Canada
Perth Rottnest Island,"Rottnest Island WA 6161, Australia",-31.9965027,115.5398997,0,,Australia
Melbourne Altona,"Altona VIC 3018, Australia",-37.8645245,144.8309509,0,VIC,Australia
Adelaide Torrensville,"Torrensville SA 5031, Australia",-34.9145815,138.559403,0,SA,Australia
ACT Wanniassa,"Wanniassa ACT 2903, Australia",-35.397577,149.0883893,0,ACT,Australia
Waikato Wairakei,"Wairakei, Taupō, New Zealand",-38.6233349,176.099705,1,,New Zealand
Rockhampton & Capricorn Coast Yeppoon,"Yeppoon QLD, Australia",-23.1335258,150.7374455,0,QLD,Australia
Brisbane Wulkuraka,"Wulkuraka QLD 4305, Australia",-27.6106698,152.7307002,0,QLD,Australia
Otago,"Otago, New Zealand",-45.47906709999999,170.1547567,1,,New Zealand
Melbourne Western Suburbs,"Victoria, Australia",-37.83740179999999,144.6533747,0,,Australia
Hawkes Bay Wairoa,"Wairoa, New Zealand",-39.0351747,177.4181452,1,,New Zealand
Hawkes Bay Flaxmere,"Flaxmere, Hastings, New Zealand",-39.6196686,176.7871251,1,,New Zealand
Bay of Plenty Kawerau,"Kawerau, New Zealand",-38.086578,176.7036392,1,,New Zealand
Sunshine Coast Caloundra,"Caloundra QLD 4551, Australia",-26.8043999,153.1254643,0,QLD,Australia
Waikato Putaruru,"Putāruru, New Zealand",-38.0503102,175.7803267,1,,New Zealand
Sydney Taren Point,"Taren Point NSW 2229, Australia",-34.0191443,151.1219722,0,NSW,Australia
Melbourne Tullamarine,"Melbourne Airport (MEL), Melbourne Airport VIC 3045, Australia",-37.6699188,144.8403449,0,VIC,Australia
Brisbane New Farm,"New Farm QLD, Australia",-27.4671634,153.0461595,0,QLD,Australia
Sydney Homebush West,"Homebush West NSW 2140, Australia",-33.8623541,151.0666451,0,NSW,Australia
Sydney Dural,"Dural NSW 2158, Australia",-33.695986,151.030291,0,NSW,Australia
Richmond & Hawkesbury North Richmond,"North Richmond NSW 2754, Australia",-33.5798326,150.7195805,0,NSW,Australia
Sydney Drummoyne,"Drummoyne NSW 2047, Australia",-33.8510541,151.1545209,0,NSW,Australia
Port Macquarie & Mid North Coast North Shore,"North Shore NSW 2444, Australia",-31.4023062,152.9019004,0,NSW,Australia
Sydney Gregory Hills,"Gregory Hills NSW 2557, Australia",-34.0279397,150.7751289,0,NSW,Australia
Hobart Seven Mile Beach,"Seven Mile Beach TAS 7170, Australia",-42.8563271,147.5083531,0,TAS,Australia
Sydney Mosman,"Mosman NSW 2088, Australia",-33.8245591,151.2410009,0,NSW,Australia
Gold Coast Pacific Pines,"Pacific Pines QLD 4211, Australia",-27.9432105,153.3132536,0,QLD,Australia
Melbourne Reservoir,"Reservoir VIC 3073, Australia",-37.7166681,145.0077608,0,VIC,Australia
Brisbane Birkdale,"Birkdale QLD, Australia",-27.4935931,153.2137869,0,QLD,Australia
Sunshine Coast Wurtulla,"Wurtulla QLD 4575, Australia",-26.7593814,153.1251836,0,QLD,Australia
Brisbane Coorparoo,"Coorparoo QLD, Australia",-27.4945318,153.0592549,0,QLD,Australia
Wagga Wagga & Riverina Grong Grong,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Melbourne Carnegie,"Carnegie VIC 3163, Australia",-37.8891994,145.0570577,0,VIC,Australia
Melbourne Darling,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
Brisbane Bracken Ridge,"Bracken Ridge QLD 4017, Australia",-27.3237467,153.0266071,0,QLD,Australia
Sunshine Coast Bells Creek,"Bells Creek QLD 4551, Australia",-26.8426202,153.0761275,0,QLD,Australia
Hawkes Bay Onekawa,"Onekawa, Napier 4110, New Zealand",-39.5014968,176.8849105,1,,New Zealand
Sydney Gymea,"Gymea NSW 2227, Australia",-34.0326301,151.0855748,0,NSW,Australia
Blue Mountains & Central West Mount Lambie,"Mount Lambie NSW 2790, Australia",-33.4532071,149.9878444,0,NSW,Australia
"Wollongong, Illawarra & South Coast Jervis Bay","Jervis Bay, New South Wales, Australia",-35.0480805,150.7446771,0,,Australia
Fleurieu Peninsula & Kangaroo Island Victor Harbor,"Fleurieu Peninsula, Inman Valley SA 5211, Australia",-35.5,138.5,0,SA,Australia
Launceston & North East Scottsdale,"Scottsdale, AZ, USA",33.4948764,-111.9216734,3,, USA
Adelaide Parkside,"Parkside SA 5063, Australia",-34.9442493,138.6130151,0,SA,Australia
Canterbury Rangitata,"Rangitata Island 7986, New Zealand",-44.09073799999999,171.4326001,1,,New Zealand
Perth Aubin Grove,"Aubin Grove WA 6164, Australia",-32.1683932,115.8611108,0,,Australia
Sydney Horsley Park,"Horsley Park NSW 2175, Australia",-33.8460476,150.8371426,0,NSW,Australia
Melbourne Ashwood,"Ashwood VIC 3147, Australia",-37.8683075,145.1054275,0,VIC,Australia
Melbourne Toorak,"Toorak VIC 3142, Australia",-37.8416751,145.0138468,0,VIC,Australia
Waikato Chartwell,"Chartwell, Hamilton, New Zealand",-37.7563991,175.2837546,1,,New Zealand
Brisbane Carseldine,"Carseldine QLD, Australia",-27.3461724,153.0138992,0,QLD,Australia
"Wollongong, Illawarra & South Coast Shellharbour","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
"Newcastle, Maitland & Hunter Tea Gardens","Maitland NSW 2320, Australia",-32.7315527,151.5525086,0,NSW,Australia
Sydney Chippendale,"Chippendale NSW 2008, Australia",-33.8860923,151.1987222,0,NSW,Australia
West Gippsland & Latrobe Valley Thorpdale,"Thorpdale St, Newborough VIC 3825, Australia",-38.1792141,146.2993859,0,VIC,Australia
Bairnsdale & Gippsland Yarram,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Gold Coast Coolangatta,"Coolangatta QLD 4225, Australia",-28.1703145,153.5304729,0,QLD,Australia
Perth Victoria Park,"Victoria Park WA 6100, Australia",-31.9747152,115.8975916,0,,Australia
Gold Coast Mudgeeraba,"Mudgeeraba QLD 4213, Australia",-28.0905164,153.3662878,0,QLD,Australia
Sydney,"Sydney NSW, Australia",-33.8688197,151.2092955,0,NSW,Australia
ACT Tuggeranong,"Tuggeranong, ACT, Australia",-35.4179606,149.0694272,0,ACT,Australia
ACT Parliament House,"Parliament Dr, Canberra ACT 2600, Australia",-35.307029,149.1249623,0,ACT,Australia
Auckland Rosedale,"Rosedale, Auckland 0632, New Zealand",-36.75119410000001,174.7072193,1,,New Zealand
Perth Warnbro,"Warnbro WA 6169, Australia",-32.3352786,115.759399,0,,Australia
"Port Hedland, Karratha & Pilbara Newman","Port Hedland WA 6721, Australia",-20.311052,118.6094431,0,,Australia
Auckland Manukau & East Auckland,"East Auckland, Golflands, Auckland 2013, New Zealand",-36.91868530000001,174.9150138,1,,New Zealand
Perth High Wycombe,"High Wycombe WA 6057, Australia",-31.9485301,116.0071241,0,,Australia
Sydney Roselands,"Roselands NSW 2196, Australia",-33.9369131,151.074461,0,NSW,Australia
Sunshine Coast Kunda Park,"Kunda Park QLD, Australia",-26.6622744,153.0351593,0,QLD,Australia
"Newcastle, Maitland & Hunter","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Southern Highlands & Tablelands Queanbeyan West,"Queanbeyan NSW 2620, Australia",-35.3514641,149.2330429,0,NSW,Australia
Sydney Harris Park,"Harris Park NSW 2150, Australia",-33.8224148,151.0089654,0,NSW,Australia
Sydney Lidcombe,"Lidcombe NSW 2141, Australia",-33.8616915,151.0423034,0,NSW,Australia
Brisbane Forest Lake,"Forest Lake QLD, Australia",-27.6248849,152.9703581,0,QLD,Australia
Yarra Valley & High Country Kinglake West,"Kinglake West VIC 3757, Australia",-37.4808726,145.261601,0,VIC,Australia
Brisbane Waterford,"Waterford QLD 4133, Australia",-27.710409,153.1514689,0,QLD,Australia
Adelaide Cowandilla,"Cowandilla SA 5033, Australia",-34.9309904,138.5567826,0,SA,Australia
Sydney North Willoughby,"North Willoughby NSW 2068, Australia",-33.7946156,151.2000202,0,NSW,Australia
Brisbane Alexandra Hills,"Alexandra Hills QLD 4161, Australia",-27.5234744,153.2258271,0,QLD,Australia
"Port Hedland, Karratha & Pilbara Tom Price","Port Hedland WA 6721, Australia",-20.311052,118.6094431,0,,Australia
Canterbury Sydenham,"Canterbury, UK",51.280233,1.0789089,3,, UK
Sydney Clyde,"Clyde NSW 2142, Australia",-33.8334065,151.0187313,0,NSW,Australia
Perth Wembley Downs,"Wembley Downs WA 6019, Australia",-31.9133766,115.7727335,0,,Australia
Sydney Hunters Hill,"Hunters Hill NSW 2110, Australia",-33.8337,151.14366,0,NSW,Australia
Melbourne Boronia,"Boronia VIC 3155, Australia",-37.8626744,145.2856552,0,VIC,Australia
South West Coast VIC Colac,"Colac VIC 3250, Australia",-38.3410186,143.5854622,0,VIC,Australia
South West Coast VIC Belmont,"Belmont VIC 3216, Australia",-38.1753785,144.342376,0,VIC,Australia
Brisbane Sunnybank,"Sunnybank QLD, Australia",-27.5792623,153.0627242,0,QLD,Australia
"Wollongong, Illawarra & South Coast Ulladulla","Ulladulla NSW 2539, Australia",-35.3569715,150.4714615,0,NSW,Australia
Melbourne Hampton Park,"Hampton Park VIC 3976, Australia",-38.032286,145.2678469,0,VIC,Australia
Perth Alkimos,"Alkimos WA 6038, Australia",-31.6283614,115.69034,0,,Australia
Melbourne Pascoe Vale,"Pascoe Vale VIC 3044, Australia",-37.7315238,144.9384853,0,VIC,Australia
Shepparton & Goulburn Valley Echuca,"Echuca VIC 3564, Australia",-36.1404431,144.7511231,0,VIC,Australia
Waikato Karapiro,"Waikato District, Waikato, New Zealand",-37.6190862,175.023346,1,,New Zealand
Wagga Wagga & Riverina Narrandera,"Narrandera NSW 2700, Australia",-34.7478672,146.550356,0,NSW,Australia
Melbourne Bayswater North,"Bayswater North VIC 3153, Australia",-37.8259876,145.2874972,0,VIC,Australia
Adelaide Findon,"Findon SA 5023, Australia",-34.89949540000001,138.5321748,0,SA,Australia
Rockhampton & Capricorn Coast West Rockhampton,"Rockhampton City QLD 4700, Australia",-23.3786203,150.5088889,0,QLD,Australia
Adelaide Magill,"Magill SA 5072, Australia",-34.9130409,138.6760638,0,SA,Australia
Ballarat & Central Highlands Black Hill,"Black Hill VIC 3350, Australia",-37.5490678,143.8753165,0,VIC,Australia
Central & South East TAS New Norfolk,"New Norfolk TAS 7140, Australia",-42.7811571,147.0623291,0,TAS,Australia
Ballarat & Central Highlands Buninyong,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Perth Wangara,"Wangara WA 6065, Australia",-31.78976849999999,115.8282937,0,,Australia
Adelaide Underdale,"Underdale SA 5032, Australia",-34.9187589,138.5486362,0,SA,Australia
Gosford & Central Coast Green Point,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Sydney North West & Hills District,"14 Candlebush Cres, Castle Hill NSW 2154, Australia",-33.746442,151.0126001,0,NSW,Australia
Southern Highlands & Tablelands Mittagong,"Mittagong NSW 2575, Australia",-34.4510275,150.4474434,0,NSW,Australia
Mackay & Coalfields Clairview,"Mackay QLD, Australia",-21.1433971,149.1868281,0,QLD,Australia
Melbourne Berwick,"Berwick VIC 3806, Australia",-38.0309443,145.3437469,0,VIC,Australia
Sydney Kensington,"Kensington NSW 2033, Australia",-33.910021,151.2232749,0,NSW,Australia
Yarra Valley & High Country Dixons Creek,"1921-1923 Melba Hwy, Dixons Creek VIC 3775, Australia",-37.5830154,145.4089776,0,VIC,Australia
Hobart Blackmans Bay,"Blackmans Bay TAS 7052, Australia",-42.998889,147.318889,0,TAS,Australia
Far West & North Central NSW,"New South Wales, Australia",-31.2532183,146.921099,0,,Australia
Perth Thornlie,"Thornlie WA 6108, Australia",-32.0557906,115.9615143,0,,Australia
Southern Highlands & Tablelands Moss Vale,"Moss Vale NSW 2577, Australia",-34.5467641,150.3741348,0,NSW,Australia
Melbourne Flemington,"Flemington VIC 3031, Australia",-37.7853038,144.9217957,0,VIC,Australia
Gladstone & Central QLD Rolleston,"Gladstone Central QLD 4680, Australia",-23.8415948,151.2497708,0,QLD,Australia
Perth Dianella,"Dianella WA 6059, Australia",-31.8891538,115.8701204,0,,Australia
Brisbane Eagleby,"Eagleby QLD 4207, Australia",-27.7025667,153.2130659,0,QLD,Australia
Sydney Jamisontown,"Jamisontown NSW 2750, Australia",-33.7691552,150.676584,0,NSW,Australia
Devonport & North West Port Sorell,"Port Sorell TAS 7307, Australia",-41.1668112,146.5530374,0,TAS,Australia
Adelaide Clovelly Park,"Clovelly Park SA 5042, Australia",-34.9999023,138.5717982,0,SA,Australia
Shepparton & Goulburn Valley Mooroopna,"Mooroopna Station (Mooroopna), Young St, Mooroopna VIC 3629, Australia",-36.3991886,145.3578498,0,VIC,Australia
Melbourne Balwyn,"Balwyn VIC 3103, Australia",-37.8128937,145.0813238,0,VIC,Australia
Adelaide Pooraka,"Pooraka SA 5095, Australia",-34.8243145,138.6278705,0,SA,Australia
Bay of Plenty Greerton,"Greerton, Tauranga, New Zealand",-37.7299369,176.1396661,1,,New Zealand
Melbourne Upper Ferntree Gully,"Upper Ferntree Gully VIC 3156, Australia",-37.8954903,145.3092363,0,VIC,Australia
Western QLD Blackall,"Blackall QLD 4472, Australia",-24.4250565,145.4643163,0,QLD,Australia
Brisbane Port Of Brisbane,"Port of Brisbane QLD, Australia",-27.3837161,153.1679033,0,QLD,Australia
Adelaide Myrtle Bank,"Myrtle Bank SA 5064, Australia",-34.9600088,138.6350803,0,SA,Australia
Melbourne Richmond,"Richmond VIC 3121, Australia",-37.8238936,144.9982667,0,VIC,Australia
Lismore & Far North Coast Condong,"Condong NSW 2484, Australia",-28.3117883,153.4363815,0,NSW,Australia
Brisbane The Gap,"The Gap QLD, Australia",-27.4422869,152.9399804,0,QLD,Australia
Hobart Taroona,"Taroona TAS 7053, Australia",-42.94784689999999,147.349504,0,TAS,Australia
Cairns & Far North Trinity Park,"Cairns QLD, Australia",-16.9203476,145.7709529,0,QLD,Australia
ACT Lyneham,"Lyneham ACT 2602, Australia",-35.2405176,149.1259222,0,ACT,Australia
Sydney Hoxton Park,"Hoxton Park NSW 2171, Australia",-33.93382,150.85284,0,NSW,Australia
Melbourne Northern Suburbs,"Victoria, Australia",-37.7034927,144.9171412,0,,Australia
Gold Coast Ormeau,"Ormeau QLD 4208, Australia",-27.7861892,153.2591207,0,QLD,Australia
Mt Gambier & Limestone Coast Kingston Se,"Kingston SE SA 5275, Australia",-36.8310818,139.8537501,0,SA,Australia
Gold Coast Clear Island Waters,"Clear Island Waters QLD 4226, Australia",-28.0392653,153.4016523,0,QLD,Australia
Perth West Leederville,"West Leederville WA 6007, Australia",-31.93873589999999,115.8323508,0,,Australia
Perth Booragoon,"Booragoon WA 6154, Australia",-32.0363672,115.8379506,0,,Australia
Brisbane Carbrook,"Carbrook QLD 4130, Australia",-27.687366,153.2638788,0,QLD,Australia
Melbourne Bundoora,"Bundoora VIC 3083, Australia",-37.6948854,145.0622727,0,VIC,Australia
"Newcastle, Maitland & Hunter Adamstown","Adamstown NSW 2289, Australia",-32.9342502,151.7258697,0,NSW,Australia
Sydney Belmore,"Belmore NSW 2192, Australia",-33.919672,151.0896126,0,NSW,Australia
Perth Coogee,"Coogee WA 6166, Australia",-32.1163072,115.7685869,0,,Australia
Launceston & North East Norwood,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Perth Bellevue,"Bellevue WA 6056, Australia",-31.90111169999999,116.0282395,0,,Australia
Wellington Rest of Wellington Region,"39 Buick Street, Petone, Lower Hutt 5012, New Zealand",-41.2269189,174.8812266,1,,New Zealand
Sydney Pagewood,"Pagewood NSW 2035, Australia",-33.9406443,151.2154524,0,NSW,Australia
Auckland Saint Johns,"St Johns, Auckland 1072, New Zealand",-36.8745646,174.8425114,1,,New Zealand
Europe & Russia,Europe,54.5259614,15.2551187,3,,Europe
Canterbury Bishopdale,"Bishopdale, Christchurch, New Zealand",-43.4879729,172.5881428,1,,New Zealand
"Newcastle, Maitland & Hunter Cooranbong","Cooranbong NSW 2265, Australia",-33.0767884,151.4533777,0,NSW,Australia
Lismore & Far North Coast Modanville,"Modanville NSW 2480, Australia",-28.7109125,153.293519,0,NSW,Australia
Hervey Bay & Fraser Coast Gympie,"Hervey Bay QLD 4655, Australia",-25.2881539,152.7676633,0,QLD,Australia
"Geraldton, Gascoyne & Midwest","283 Marine Terrace, Geraldton WA 6530, Australia",-28.77663549999999,114.604606,0,,Australia
Western QLD Richmond,"Richmond QLD 4822, Australia",-20.7328785,143.1424295,0,QLD,Australia
Perth Bibra Lake,"Bibra Lake WA 6163, Australia",-32.1071299,115.8072672,0,,Australia
Sydney Smeaton Grange,"Smeaton Grange NSW 2567, Australia",-34.0390126,150.756853,0,NSW,Australia
Auckland Redvale,"Redvale, Auckland, New Zealand",-36.6830082,174.7000526,1,,New Zealand
Canterbury Redwood,"Canterbury, UK",51.280233,1.0789089,3,, UK
Adelaide Burnside,"Burnside SA 5066, Australia",-34.9377936,138.6690795,0,SA,Australia
Port Macquarie & Mid North Coast Sherwood,"Port Macquarie NSW 2444, Australia",-31.4349036,152.9001817,0,NSW,Australia
Bunbury & South West Margaret River,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Adelaide Dry Creek,"Dry Creek SA 5094, Australia",-34.8367238,138.5878996,0,SA,Australia
Perth Hazelmere,"Hazelmere WA 6055, Australia",-31.90310259999999,115.9951322,0,,Australia
Melbourne Watsonia,"Watsonia VIC 3087, Australia",-37.7101374,145.0828399,0,VIC,Australia
"Newcastle, Maitland & Hunter Tuncurry","Tuncurry NSW 2428, Australia",-32.1683406,152.4966491,0,NSW,Australia
Melbourne Kingsbury,"Kingsbury VIC 3083, Australia",-37.7143364,145.0386962,0,VIC,Australia
Gold Coast Mermaid Waters,"Mermaid Waters QLD 4218, Australia",-28.047778,153.421667,0,QLD,Australia
ACT Nicholls,"Nicholls ACT 2913, Australia",-35.1836506,149.0988835,0,ACT,Australia
Sydney St Leonards,"St Leonards NSW 2065, Australia",-33.8234467,151.1939266,0,NSW,Australia
Mandurah & Peel Pinjarra,"Pinjarra WA 6208, Australia",-32.6298522,115.8734939,0,,Australia
Sunshine Coast Chevallum,"Chevallum QLD, Australia",-26.6961374,152.989817,0,QLD,Australia
Brisbane Meadowbrook,"Brisbane QLD, Australia",-27.4704528,153.0260341,0,QLD,Australia
Rockhampton & Capricorn Coast Depot Hill,"Rockhampton City QLD 4700, Australia",-23.3786203,150.5088889,0,QLD,Australia
Northland Whangarei Central,"Whangārei, New Zealand",-35.7274938,174.3165604,1,,New Zealand
"Bendigo, Goldfields & Macedon Ranges Kennington","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
Sydney Minto,"Minto NSW 2566, Australia",-34.031726,150.8474521,0,NSW,Australia
Melbourne Box Hill,"Box Hill VIC 3128, Australia",-37.8181073,145.1238563,0,VIC,Australia
Ballarat & Central Highlands Mount Helen,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Wellington Martinborough,"Martinborough, New Zealand",-41.2185335,175.459548,1,,New Zealand
Sydney Elizabeth Bay,"Elizabeth Bay NSW 2011, Australia",-33.87180240000001,151.227634,0,NSW,Australia
"Bendigo, Goldfields & Macedon Ranges Woodend","Woodend VIC 3442, Australia",-37.3568266,144.5273723,0,VIC,Australia
Auckland Waitakere & West Auckland,"Waitākere, Auckland, New Zealand",-36.8502886,174.5425133,1,,New Zealand
ACT Hawker,"Hawker ACT 2614, Australia",-35.247419,149.0400289,0,ACT,Australia
"Wollongong, Illawarra & South Coast Wallagoot","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Melbourne Greythorn,"Greythorn Rd, Balwyn North VIC 3104, Australia",-37.7965604,145.0984985,0,VIC,Australia
Sydney Orchard Hills,"Orchard Hills NSW 2748, Australia",-33.7899973,150.7502913,0,NSW,Australia
Sydney Chipping Norton,"Chipping Norton NSW 2170, Australia",-33.9154066,150.9544194,0,NSW,Australia
Sydney Fairlight,"Fairlight NSW 2094, Australia",-33.795921,151.2764518,0,NSW,Australia
Bay of Plenty Papamoa Beach,"Papamoa, New Zealand",-37.7329778,176.298309,1,,New Zealand
Gold Coast Currumbin Valley,"Currumbin Valley QLD 4223, Australia",-28.2051363,153.3954367,0,QLD,Australia
Coffs Harbour & North Coast Nambucca Heads,"Coffs Harbour NSW 2450, Australia",-30.2962013,153.1138924,0,NSW,Australia
Gosford & Central Coast Umina Beach,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Brisbane Mount Ommaney,"Mount Ommaney QLD, Australia",-27.5452429,152.9319813,0,QLD,Australia
Lismore & Far North Coast Suffolk Park,"Suffolk Park NSW 2481, Australia",-28.6866323,153.608006,0,NSW,Australia
Hobart Rosny,"Rosny TAS 7018, Australia",-42.8731364,147.3559399,0,TAS,Australia
Brisbane Bulwer,"Bulwer QLD 4025, Australia",-27.0767851,153.3684001,0,QLD,Australia
Sydney Kurnell,"Kurnell NSW 2231, Australia",-34.0109474,151.210351,0,NSW,Australia
West Gippsland & Latrobe Valley Koo Wee Rup,"Koo Wee Rup VIC 3981, Australia",-38.1993603,145.4906992,0,VIC,Australia
Cairns & Far North Port Douglas,"Port Douglas QLD, Australia",-16.4839732,145.4622522,0,QLD,Australia
Adelaide Keswick,"Keswick SA 5035, Australia",-34.9454843,138.57836,0,SA,Australia
"Wollongong, Illawarra & South Coast Eden","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Brisbane Mansfield,"Mansfield QLD, Australia",-27.5332869,153.0985659,0,QLD,Australia
Adelaide Urrbrae,"Urrbrae SA 5064, Australia",-34.9667205,138.6356821,0,SA,Australia
Auckland Riverhead,"Riverhead, New Zealand",-36.7580195,174.5919075,1,,New Zealand
"Wollongong, Illawarra & South Coast Shoalhaven Heads","Shoalhaven Heads NSW 2535, Australia",-34.8521331,150.7384036,0,NSW,Australia
Canterbury Aoraki Mount Cook,"Aoraki / Mount Cook 7999, New Zealand",-43.7342623,170.0961542,1,,New Zealand
Sydney Merrylands,"Merrylands NSW 2160, Australia",-33.835802,150.9865196,0,NSW,Australia
Otago Wanaka,"Wānaka, New Zealand",-44.6942992,169.1417356,1,,New Zealand
Tamworth & North West NSW Gunnedah,"Gunnedah NSW 2380, Australia",-30.97943189999999,150.2565037,0,NSW,Australia
Wellington Gracefield,"Gracefield, Lower Hutt 5010, New Zealand",-41.24096790000001,174.9159121,1,,New Zealand
Adelaide Hills & Barossa Littlehampton,"Littlehampton, UK",50.811057,-0.5386609,3,, UK
ACT Curtin,"Curtin ACT 2605, Australia",-35.324365,149.0818262,0,ACT,Australia
Auckland Silverdale,"Silverdale, New Zealand",-36.6046487,174.6737587,1,,New Zealand
"Geraldton, Gascoyne & Midwest Perenjori","Geraldton WA 6530, Australia",-28.7761346,114.611295,0,,Australia
Gold Coast Tallebudgera,"Tallebudgera QLD 4228, Australia",-28.140456,153.4284883,0,QLD,Australia
Dubbo & Central NSW Gilgandra,"Dubbo NSW 2830, Australia",-32.2443908,148.614418,0,NSW,Australia
Sydney Brookvale,"Brookvale NSW 2100, Australia",-33.76497,151.2704476,0,NSW,Australia
