mapping_address,address,latitude,longitude,region_code,state,country
Brisbane Richlands,"Richlands QLD 4077, Australia",-27.5822777,152.9575743,0,QLD,Australia
South West Coast VIC Highton,"Highton VIC 3216, Australia",-38.1724625,144.3184765,0,VIC,Australia
Melbourne Box Hill North,"Box Hill North VIC 3129, Australia",-37.8017621,145.1268438,0,VIC,Australia
Melbourne Patterson Lakes,"Patterson Lakes VIC 3197, Australia",-38.0680914,145.1451427,0,VIC,Australia
Wagga Wagga & Riverina Mulwala,"Mulwala NSW 2647, Australia",-35.9864644,146.0043042,0,NSW,Australia
Perth Banksia Grove,"Banksia Grove WA 6031, Australia",-31.7030652,115.8048271,0,,Australia
Brisbane Strathpine,"Strathpine QLD 4500, Australia",-27.3016114,152.988406,0,QLD,Australia
Gladstone & Central QLD Blackwater,"Gladstone Central QLD 4680, Australia",-23.8415948,151.2497708,0,QLD,Australia
Melbourne Keysborough,"Keysborough VIC 3173, Australia",-37.9989202,145.1743519,0,VIC,Australia
Brisbane Ashgrove,"Ashgrove QLD, Australia",-27.4455875,152.9922137,0,QLD,Australia
Brisbane Willowbank,"Willowbank QLD 4306, Australia",-27.6931681,152.6721967,0,QLD,Australia
Sydney Camden,"Camden NSW 2570, Australia",-34.0659551,150.6935958,0,NSW,Australia
South West Coast VIC Moorabool,"Moorabool VIC 3213, Australia",-38.0666212,144.2921636,0,VIC,Australia
Auckland Papakura & Franklin,"Papakura, Auckland, New Zealand",-37.0624039,174.9420877,1,,New Zealand
Canterbury Hornby,"Hornby, Christchurch, New Zealand",-43.5433755,172.5256596,1,,New Zealand
ACT Symonston,"Symonston ACT 2609, Australia",-35.3475978,149.1581326,0,ACT,Australia
ACT Amaroo,"Amaroo ACT 2914, Australia",-35.1673625,149.1279073,0,ACT,Australia
Wagga Wagga & Riverina Culcairn,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Melbourne Mentone,"Mentone VIC 3194, Australia",-37.9812197,145.064387,0,VIC,Australia
West Coast Greymouth,"Greymouth 7805, New Zealand",-42.4588025,171.203626,1,,New Zealand
Hobart Kingston Beach,"Kingston Beach TAS 7050, Australia",-42.9810084,147.3228883,0,TAS,Australia
Brisbane Burpengary,"Burpengary QLD 4505, Australia",-27.1615373,152.958072,0,QLD,Australia
"Bendigo, Goldfields & Macedon Ranges New Gisborne","New Gisborne VIC 3438, Australia",-37.4593445,144.5981551,0,VIC,Australia
Auckland Eden Terrace,"Eden Terrace, Auckland, New Zealand",-36.8661312,174.7543111,1,,New Zealand
Sydney Dundas Valley,"Dundas Valley NSW 2117, Australia",-33.7926665,151.0565565,0,NSW,Australia
Auckland Puhoi,"Puhoi, New Zealand",-36.5119047,174.6611111,1,,New Zealand
"Wollongong, Illawarra & South Coast Bega","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Adelaide Lonsdale,"Lonsdale SA 5160, Australia",-35.1150725,138.5010094,0,SA,Australia
Cairns & Far North Cairns North,"Cairns North QLD, Australia",-16.9038525,145.7594595,0,QLD,Australia
Adelaide Kensington Park,"Kensington Park SA 5068, Australia",-34.9203122,138.6544609,0,SA,Australia
Brisbane Nudgee Beach,"Nudgee Beach QLD, Australia",-27.3474707,153.1054512,0,QLD,Australia
Melbourne Plumpton,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
Melbourne Croydon,"Croydon VIC 3136, Australia",-37.7944026,145.2812664,0,VIC,Australia
Shepparton & Goulburn Valley Dhurringile,"Dhurringile VIC 3610, Australia",-36.5211305,145.2282652,0,VIC,Australia
Riverland & Murray Mallee Murray Bridge,"Murray Bridge SA 5253, Australia",-35.1200511,139.2736963,0,SA,Australia
ACT Griffith,"Griffith ACT 2603, Australia",-35.3224545,149.1345298,0,ACT,Australia
Adelaide Royal Park,"Royal Park SA 5014, Australia",-34.8722177,138.5096711,0,SA,Australia
Bairnsdale & Gippsland Leongatha,"Leongatha VIC 3953, Australia",-38.4795252,145.9494638,0,VIC,Australia
Western QLD Mount Isa,"Mount Isa City QLD 4825, Australia",-20.7263687,139.4930159,0,QLD,Australia
Launceston & North East Ravenswood,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Melbourne Campbellfield,"Campbellfield VIC 3061, Australia",-37.6714587,144.9556482,0,VIC,Australia
Melbourne Roxburgh Park,"Roxburgh Park VIC 3064, Australia",-37.6191629,144.9278395,0,VIC,Australia
Auckland Mount Eden,"Mount Eden, Auckland, New Zealand",-36.8871341,174.7474285,1,,New Zealand
Melbourne Abbotsford,"Abbotsford VIC 3067, Australia",-37.80210950000001,145.0019064,0,VIC,Australia
Adelaide Direk,"Direk SA 5110, Australia",-34.7248679,138.6096701,0,SA,Australia
"Newcastle, Maitland & Hunter Argenton","Argenton NSW 2284, Australia",-32.9354295,151.6290246,0,NSW,Australia
Sydney Potts Point,"Potts Point NSW 2011, Australia",-33.8687038,151.223479,0,NSW,Australia
Brisbane Ferny Grove,"Ferny Grove QLD 4055, Australia",-27.4048267,152.9277878,0,QLD,Australia
Brisbane Deagon,"Deagon QLD 4017, Australia",-27.3270681,153.061884,0,QLD,Australia
Auckland Torbay,"Torbay, Auckland, New Zealand",-36.6955448,174.752064,1,,New Zealand
Adelaide Newton,"157 Herrick Rd, Newton, MA 02459, USA",42.3255677,-71.1910346,3,, USA
Perth Stratton,"Stratton WA 6056, Australia",-31.8657087,116.0440066,0,,Australia
Mornington Peninsula & Bass Coast Cowes,"Cowes, UK",50.76278500000001,-1.300533,3,, UK
Perth Shoalwater,"Shoalwater WA 6169, Australia",-32.2934511,115.7107298,0,,Australia
South West Coast VIC Norlane,"Norlane VIC 3214, Australia",-38.098817,144.3550008,0,VIC,Australia
Bairnsdale & Gippsland East Bairnsdale,"East Bairnsdale VIC 3875, Australia",-37.8257736,147.6469653,0,VIC,Australia
West Coast Rest of West Coast,"West Coast, USA",62.4113634,-149.0729715,3,, USA
Adelaide Elizabeth East,"Elizabeth East SA 5112, Australia",-34.7248391,138.6809249,0,SA,Australia
Melbourne Hawksburn,"Hawksburn, South Yarra VIC 3141, Australia",-37.84474,145.00226,0,VIC,Australia
"Newcastle, Maitland & Hunter Charlestown","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Coffs Harbour & North Coast Coffs Harbour Jetty,"Jordan Esplanade, Coffs Harbour NSW 2450, Australia",-30.305001,153.1432812,0,NSW,Australia
Hobart South Hobart,"South Hobart TAS 7004, Australia",-42.8928074,147.3154085,0,TAS,Australia
Horsham & Grampians Stawell,"Horsham Rd & Grampians Rd, Stawell VIC 3380, Australia",-37.0601747,142.7568171,0,VIC,Australia
Brisbane Scarborough,"Brisbane QLD, Australia",-27.4704528,153.0260341,0,QLD,Australia
Perth Marangaroo,"Marangaroo WA 6064, Australia",-31.8278142,115.8413306,0,,Australia
West Gippsland & Latrobe Valley Cockatoo,"Gippsland, VIC, Australia",-37.5831982,147.4627259,0,VIC,Australia
Canterbury Wigram,"Wigram, Christchurch, New Zealand",-43.552945,172.5559761,1,,New Zealand
Cairns & Far North Edge Hill,"Cairns Farm Estate, Kirknewton EH27 8DH, UK",55.8281631,-3.4517011,3,, UK
Sydney Narraweena,"Narraweena NSW 2099, Australia",-33.7495255,151.2723681,0,NSW,Australia
Ballarat & Central Highlands Delacombe,"Delacombe VIC 3356, Australia",-37.5789071,143.8183092,0,VIC,Australia
Sydney Brooklyn,"Sydney NSW, Australia",-33.8688197,151.2092955,0,NSW,Australia
Brisbane Carole Park,"Carole Park QLD 4300, Australia",-27.6208346,152.9346327,0,QLD,Australia
Sydney Sefton,"Sefton NSW 2162, Australia",-33.8843766,151.011347,0,NSW,Australia
Auckland Stonefields,"Stonefields, Auckland 1072, New Zealand",-36.887764,174.8393817,1,,New Zealand
Auckland Windsor Park,"Windsor Park, Auckland, New Zealand",-36.7434654,174.7374194,1,,New Zealand
Sydney Round Corner,"Round Corner, Dural NSW 2158, Australia",-33.6918281,151.0197535,0,NSW,Australia
Sydney Macarthur Square,"200 Gilchrist Dr, Campbelltown NSW 2560, Australia",-34.0748527,150.7979477,0,NSW,Australia
Adelaide Angle Park,"Angle Park SA 5010, Australia",-34.8591132,138.5606592,0,SA,Australia
Adelaide Bowden,"Bowden SA 5007, Australia",-34.9027533,138.5802196,0,SA,Australia
Brisbane St Lucia,"St Lucia QLD, Australia",-27.5020948,152.9968212,0,QLD,Australia
Melbourne Brandon Park,"580 Ferntree Gully Rd, Wheelers Hill VIC 3150, Australia",-37.9053677,145.1624159,0,VIC,Australia
Horsham & Grampians Hamilton,"Horsham, UK",51.062883,-0.325858,3,, UK
"Newcastle, Maitland & Hunter Jesmond","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Sydney Punchbowl,"Punchbowl NSW 2196, Australia",-33.9324687,151.0448972,0,NSW,Australia
Whyalla & Eyre Peninsula Streaky Bay,"Streaky Bay SA 5680, Australia",-32.7947144,134.2180942,0,SA,Australia
Mildura & Murray Wemen,"Mildura VIC 3500, Australia",-34.2067651,142.1367157,0,VIC,Australia
Launceston & North East,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Gold Coast Tugun,"Tugun QLD 4224, Australia",-28.148911,153.4917903,0,QLD,Australia
Northland Mangawhai,"Mangawhai, New Zealand",-36.1257183,174.5756996,1,,New Zealand
Adelaide Willaston,"Willaston SA 5118, Australia",-34.5853476,138.7408204,0,SA,Australia
Dubbo & Central NSW Nevertire,"Dubbo NSW 2830, Australia",-32.2443908,148.614418,0,NSW,Australia
Brisbane Red Hill,"Red Hill QLD 4059, Australia",-27.4525313,153.0044563,0,QLD,Australia
Brisbane Acacia Ridge,"Acacia Ridge QLD 4110, Australia",-27.5873761,153.0270551,0,QLD,Australia
Melbourne Broadmeadows,"Broadmeadows VIC 3047, Australia",-37.6858788,144.9246674,0,VIC,Australia
Sydney Prestons,"Prestons NSW 2170, Australia",-33.9500347,150.86584,0,NSW,Australia
Melbourne Bulleen,"Bulleen VIC 3105, Australia",-37.769911,145.0893777,0,VIC,Australia
Perth Wellard,"Wellard WA 6170, Australia",-32.2649797,115.8458519,0,,Australia
Sydney Seven Hills,"Seven Hills NSW 2147, Australia",-33.7779124,150.9321578,0,NSW,Australia
Sydney Waverley,"Waverley NSW 2024, Australia",-33.902561,151.254812,0,NSW,Australia
Canterbury New Brighton,"Canterbury, UK",51.280233,1.0789089,3,, UK
Bairnsdale & Gippsland Welshpool,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Melbourne Doveton,"Doveton VIC 3177, Australia",-37.9876769,145.2394075,0,VIC,Australia
"Bendigo, Goldfields & Macedon Ranges Boort","Boort VIC 3537, Australia",-36.1128045,143.7310487,0,VIC,Australia
Mackay & Coalfields Moranbah,"217 Shakespeare St, Mackay QLD 4740, Australia",-21.1477304,149.185157,0,QLD,Australia
ACT Phillip,"Phillip ACT 2606, Australia",-35.3490552,149.0899,0,ACT,Australia
Sydney Castlecrag,"Castlecrag NSW 2068, Australia",-33.8016832,151.2164179,0,NSW,Australia
Sydney Glenfield,"Glenfield NSW 2167, Australia",-33.9748797,150.8992441,0,NSW,Australia
Wellington Mount Cook,"Mount Cook, Wellington, New Zealand",-41.3016795,174.7740382,1,,New Zealand
Bunbury & South West Nannup,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Sydney Allambie Heights,"Allambie Heights NSW 2100, Australia",-33.7654848,151.250911,0,NSW,Australia
Melbourne Caulfield North,"Caulfield North VIC 3161, Australia",-37.8726442,145.0247002,0,VIC,Australia
Brisbane Enoggera,"Enoggera QLD 4051, Australia",-27.4223573,152.9907522,0,QLD,Australia
Sydney Condell Park,"Condell Park NSW 2200, Australia",-33.9310209,151.0122016,0,NSW,Australia
Melbourne Cranbourne East,"Cranbourne East VIC 3977, Australia",-38.1033891,145.3071234,0,VIC,Australia
Adelaide Kilburn,"Kilburn SA 5084, Australia",-34.8581132,138.583101,0,SA,Australia
Gosford & Central Coast Somersby,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Canterbury Windwhistle,"Windwhistle, New Zealand",-43.5143143,171.7139595,1,,New Zealand
Sydney Homebush,"Homebush NSW 2140, Australia",-33.8638165,151.0819465,0,NSW,Australia
Perth Forrestfield,"Forrestfield WA 6058, Australia",-31.98381869999999,116.0176057,0,,Australia
Canterbury Sockburn,"Sockburn, Christchurch 8042, New Zealand",-43.539318,172.5539968,1,,New Zealand
Bunbury & South West East Bunbury,"East Bunbury WA 6230, Australia",-33.3363087,115.6542656,0,,Australia
Adelaide Goodwood,"Goodwood SA 5034, Australia",-34.9498536,138.5895334,0,SA,Australia
Perth Bassendean,"Bassendean WA 6054, Australia",-31.9037618,115.9473507,0,,Australia
Sunshine Coast Beerwah,"Beerwah QLD 4519, Australia",-26.8570086,152.9577573,0,QLD,Australia
Northam & Wheatbelt Toodyay,"Toodyay WA 6566, Australia",-31.5499953,116.4638156,0,,Australia
Sydney Sydney Domestic Airport,"Sydney Airport (SYD), Mascot NSW 2020, Australia",-33.9500314,151.1816944,0,NSW,Australia
"Newcastle, Maitland & Hunter Scone","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Melbourne Sunshine,"Sunshine VIC 3020, Australia",-37.7812629,144.8327296,0,VIC,Australia
"Wollongong, Illawarra & South Coast Fairy Meadow","Fairy Meadow NSW 2519, Australia",-34.39403120000001,150.8929307,0,NSW,Australia
"Wollongong, Illawarra & South Coast Berry","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Shepparton & Goulburn Valley Benalla,"Benalla VIC 3672, Australia",-36.5516675,145.9833473,0,VIC,Australia
Sydney Stanmore,"Stanmore NSW 2048, Australia",-33.8934542,151.1643805,0,NSW,Australia
Sydney Newtown,"Newtown NSW 2042, Australia",-33.8978149,151.1785003,0,NSW,Australia
Brisbane Geebung,"Geebung QLD, Australia",-27.375918,153.046595,0,QLD,Australia
Gold Coast Robina,"Robina QLD 4226, Australia",-28.0677329,153.397418,0,QLD,Australia
Lismore & Far North Coast Cabarita Beach,"Cabarita Beach NSW 2488, Australia",-28.3289849,153.5698,0,NSW,Australia
Hobart Rokeby,"Hobart TAS 7000, Australia",-42.8826055,147.3257196,0,TAS,Australia
Melbourne Forest Hill,"Forest Hill VIC 3131, Australia",-37.8347413,145.1727369,0,VIC,Australia
Sunshine Coast Cotton Tree,"Cotton Tree, Maroochydore QLD, Australia",-26.6560928,153.0995137,0,QLD,Australia
Perth Floreat,"Floreat WA 6014, Australia",-31.9404404,115.7921808,0,,Australia
"Port Hedland, Karratha & Pilbara South Hedland","South Hedland WA 6722, Australia",-20.4072579,118.5965289,0,,Australia
Sydney Auburn,"Auburn NSW 2144, Australia",-33.8603378,151.023592,0,NSW,Australia
"Wollongong, Illawarra & South Coast Merimbula","Merimbula NSW 2548, Australia",-36.8880702,149.9062981,0,NSW,Australia
"Newcastle, Maitland & Hunter Bonnells Bay","Bonnells Bay NSW 2264, Australia",-33.1089183,151.5341385,0,NSW,Australia
Sydney Elanora Heights,"Elanora Heights NSW 2101, Australia",-33.700792,151.2790727,0,NSW,Australia
Sydney Berowra Waters,"Berowra Waters NSW 2082, Australia",-33.5996165,151.1201147,0,NSW,Australia
Bundaberg & Wide Bay Burnett,"Bundaberg Central QLD 4670, Australia",-24.8661024,152.3488923,0,QLD,Australia
Gladstone & Central QLD Boyne Island,"Boyne Island QLD, Australia",-23.9477001,151.3550741,0,QLD,Australia
Sydney Frenchs Forest,"Frenchs Forest NSW 2086, Australia",-33.7512632,151.2440201,0,NSW,Australia
Waikato Hamilton,"Hamilton, New Zealand",-37.7825893,175.2527624,1,,New Zealand
Manawatu Linton,"Linton, Palmerston North, New Zealand",-40.43219270000001,175.5576672,1,,New Zealand
Bairnsdale & Gippsland Foster,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Melbourne Newport,"Newport VIC 3015, Australia",-37.8424548,144.8830489,0,VIC,Australia
Mildura & Murray Cohuna,"Cohuna VIC 3568, Australia",-35.8084187,144.2209602,0,VIC,Australia
Auckland Kohimarama,"Kohimarama, Auckland 1071, New Zealand",-36.8556599,174.8426001,1,,New Zealand
Brisbane Loganholme,"Loganholme QLD, Australia",-27.6908433,153.1783362,0,QLD,Australia
Adelaide Cavan,"Cavan SA 5094, Australia",-34.8268285,138.6006077,0,SA,Australia
Brisbane Holland Park,"Holland Park QLD, Australia",-27.5184145,153.0674032,0,QLD,Australia
Wagga Wagga & Riverina Hay,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Perth Mount Helena,"Mount Helena WA 6082, Australia",-31.8681816,116.2104613,0,,Australia
Otago Arrowtown,"Arrowtown, New Zealand",-44.9424921,168.8283058,1,,New Zealand
Bay of Plenty Te Puke,"Te Puke, New Zealand",-37.7841979,176.3264797,1,,New Zealand
Melbourne Thornbury,"Thornbury VIC 3071, Australia",-37.759569,145.0004556,0,VIC,Australia
Toowoomba & Darling Downs,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Yorke Peninsula & Clare Valley Port Pirie,"Port Pirie SA 5540, Australia",-33.1773056,138.0086102,0,SA,Australia
Adelaide Woodville South,"Woodville South SA 5011, Australia",-34.881,138.535,0,SA,Australia
Richmond & Hawkesbury Box Hill,"Richmond NSW 2753, Australia",-33.5991852,150.7519067,0,NSW,Australia
Melbourne Fawkner,"Fawkner VIC 3060, Australia",-37.7072243,144.9669297,0,VIC,Australia
Melbourne Patterson,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
South West Coast VIC Moolap,"Moolap VIC 3224, Australia",-38.1783774,144.4202439,0,VIC,Australia
Launceston & North East Triabunna,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Ballarat & Central Highlands Beaufort,"Beaufort, SC, USA",32.4315813,-80.6698286,3,, USA
Brisbane Brookwater,"Brookwater QLD 4300, Australia",-27.6554921,152.8951796,0,QLD,Australia
Toowoomba & Darling Downs Warwick,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Perth Karrinyup,"Karrinyup WA 6018, Australia",-31.8775546,115.7759182,0,,Australia
Sunshine Coast Forest Glen,"Forest Glen QLD, Australia",-26.6719177,153.0167586,0,QLD,Australia
Melbourne Oak Park,"Oak Park VIC 3046, Australia",-37.7165119,144.91903,0,VIC,Australia
Gold Coast Main Beach,"Main Beach QLD, Australia",-27.9796215,153.4248825,0,QLD,Australia
Auckland Henderson,"Henderson, Auckland, New Zealand",-36.8751071,174.6275862,1,,New Zealand
Adelaide Wingfield,"Wingfield SA 5013, Australia",-34.8413535,138.54613,0,SA,Australia
Melbourne Dingley Village,"Dingley Village VIC 3172, Australia",-37.9757588,145.1226002,0,VIC,Australia
Bundaberg & Wide Bay Burnett Childers,"Bundaberg Central QLD 4670, Australia",-24.8661024,152.3488923,0,QLD,Australia
Auckland Meadowbank,"Meadowbank, Auckland 1072, New Zealand",-36.8695318,174.8271196,1,,New Zealand
Fleurieu Peninsula & Kangaroo Island Paris Creek,"Fleurieu Peninsula, Inman Valley SA 5211, Australia",-35.5,138.5,0,SA,Australia
Perth Golden Bay,"Golden Bay WA 6174, Australia",-32.4235871,115.7654913,0,,Australia
Melbourne Keilor,"Keilor VIC 3036, Australia",-37.7161471,144.8282459,0,VIC,Australia
Yarra Valley & High Country Mount Hotham,"Mount Hotham, Hotham Heights VIC 3741, Australia",-36.9752778,147.1327778,0,VIC,Australia
Marlborough,"Marlborough, MA, USA",42.3459271,-71.5522874,3,, USA
Northland Otangarei,"Otangarei, Whangārei 0112, New Zealand",-35.693209,174.3155168,1,,New Zealand
Tamworth & North West NSW North Star,"New South Wales, Australia",-31.2532183,146.921099,0,,Australia
Sunshine Coast,"Sunshine Coast QLD, Australia",-26.6527751,153.0895855,0,QLD,Australia
Melbourne Langwarrin,"Langwarrin VIC 3910, Australia",-38.1510042,145.1803134,0,VIC,Australia
Otago Queenstown,"Queenstown 9300, New Zealand",-45.0301511,168.6615141,1,,New Zealand
ACT Majura,"Majura, ACT 2609, Australia",-35.3072796,149.1808044,0,ACT,Australia
Brisbane Nundah,"Nundah QLD, Australia",-27.4034491,153.0604371,0,QLD,Australia
Adelaide Gillman,"Gillman SA 5013, Australia",-34.84037,138.5274611,0,SA,Australia
Wellington Miramar,"Miramar, Wellington 6022, New Zealand",-41.31645779999999,174.8165796,1,,New Zealand
Waikato Te Rapa,"Te Rapa, Hamilton 3200, New Zealand",-37.7577976,175.2460553,1,,New Zealand
Melbourne Moorabbin,"Moorabbin VIC 3189, Australia",-37.941898,145.0601734,0,VIC,Australia
Perth East Victoria Park,"East Victoria Park WA 6101, Australia",-31.9913144,115.9032287,0,,Australia
Hobart Moonah,"Moonah TAS 7009, Australia",-42.8462562,147.2945822,0,TAS,Australia
